retention_in_hour,count
0, 39016
1, 111700
2, 8863
3, 178230
4, 13228
5, 8
6, 14
7, 13
8, 13
9, 4
10, 8776
11, 8
12, 48
14, 2632
15, 11996
16, 2892
17, 29121
18, 20
19, 32
20, 2
21, 8078
22, 3013
23, 1829
24, 18160
28, 4
29, 8
30, 22
36, 8
46, 8
47, 1
52, 84
53, 8
54, 8
55, 88524
56, 8
59, 8
60, 4
65, 28
66, 88020
67, 35455
76, 10929239
77, 23
87, 32
88, 8
89, 30
90, 6
91, 93097
95, 66
96, 3
105, 3
112, 27858
117, 40830
119, 1494
120, 22
134, 22
137, 18
138, 158120
159, 28
161, 4
163, 20
166, 34
167, 17499
168, 9219
169, 8382
170, 13594
171, 12650
175, 12
177, 7545
184, 26893
187, 2
188, 8058
189, 1
190, 21
191, 18160
197, 22
233, 87968
234, 35455
243, 10929224
244, 23
256, 26
257, 2
262, 2
279, 27857
284, 322
286, 1494
287, 22
301, 22
304, 17
305, 158120
333, 34
334, 17455
335, 9219
336, 8382
337, 13594
338, 12650
342, 12
344, 7545
351, 26893
354, 2
355, 8058
356, 1
357, 21
358, 18160
364, 22
400, 87968
401, 35455
410, 10929224
411, 23
423, 26
424, 2
429, 2
446, 27857
451, 322
453, 1494
454, 22
468, 22
471, 17
472, 158120
500, 34
501, 17455
502, 9219
503, 8382
504, 13594
505, 12650
509, 12
511, 7545
518, 26893
521, 2
522, 8058
523, 1
524, 21
525, 18160
531, 22
567, 87968
568, 35455
577, 10929224
578, 23
590, 26
591, 2
596, 2
613, 27857
618, 322
620, 1494
621, 22
635, 22
638, 17
639, 158120
667, 34
668, 17455
669, 9219
670, 8382
671, 13594
672, 12650
676, 12
678, 7545
685, 26893
688, 2
689, 8058
690, 1
691, 21
692, 18160
698, 22
