retention_in_hour,count
0, 237742
1, 128121
2, 53690
3, 48104
4, 54007
5, 74331
6, 94993
7, 74182
8, 60545
9, 45260
10, 21348
11, 30677
12, 41455
13, 19420
14, 33525
15, 86288
16, 29048
17, 10685
18, 9438
19, 5140
20, 5423
21, 18382
22, 24068
23, 16217
24, 57389
25, 10553
26, 3752
27, 1522
28, 3317
29, 2536
30, 3866
31, 4320
32, 2964
33, 3131
34, 1203
35, 2295
36, 8396
37, 16620
38, 11653
39, 7573
40, 3153
41, 7438
42, 5110
43, 3154
44, 3960
45, 10314
46, 6013
47, 2211
48, 4570
49, 1599
50, 1334
51, 1052
52, 2172
53, 3543
54, 2954
55, 3436
56, 6257
57, 11931
58, 9371
59, 2790
60, 6609
61, 5904
62, 11363
63, 16869
64, 10789
65, 14370
66, 7582
67, 1959
68, 1279
69, 15838
70, 5154
71, 3710
72, 13246
73, 3644
74, 240
75, 578
76, 1560
77, 736
78, 1739
79, 2740
80, 1133
81, 780
82, 1703
83, 1672
84, 2574
85, 6911
86, 3077
87, 1696
88, 792
89, 4357
90, 6805
91, 2784
92, 8006
93, 7558
94, 7538
95, 1461
96, 1802
97, 1322
98, 827
99, 16253
100, 28117
101, 20550
102, 1852
103, 1784
104, 1747
105, 2182
106, 5000
107, 10928
108, 2143
109, 3672
110, 1958
111, 1057
112, 437
113, 5490
114, 2951
115, 5607
116, 832
117, 4880
118, 8224
119, 1059
120, 140
121, 353
122, 160
123, 529
124, 294
125, 5173
126, 894
127, 892
128, 371
129, 3591
130, 8912
131, 10146
132, 2302
133, 2868
134, 910
135, 2467
136, 1101
137, 7278
138, 1086
139, 1060
140, 351
141, 3118
142, 4160
143, 1730
144, 261
145, 1019
146, 2338
147, 1186
148, 462
149, 7298
150, 41401
151, 86827
152, 1088
153, 368
154, 23682
155, 9708
156, 17259
157, 82755
158, 82151
159, 85520
160, 953
161, 434
162, 3546
163, 4710
164, 2881
165, 11036
166, 6284
171, 48
172, 714
173, 413
174, 4
175, 1364
176, 602
177, 468
178, 2268
179, 478
180, 80
181, 2
183, 5
185, 129
186, 81
187, 1025
188, 49
190, 35
191, 423
193, 31
196, 751
197, 1587
199, 20
202, 137
203, 22
204, 8
205, 833
206, 99
207, 4587
208, 2248
209, 1072
210, 253
211, 6929
212, 497
213, 402
215, 11
219, 3
220, 497
221, 419
222, 26
223, 9
225, 289
226, 3369
227, 1332
228, 1498
229, 1302
230, 932
231, 3468
232, 1171
233, 886
234, 408
235, 10768
236, 1726
237, 399
239, 9
244, 623
245, 427
247, 9
248, 58
250, 970
251, 2329
252, 747
253, 636
254, 176
255, 3254
256, 4813
257, 1774
258, 5663
259, 6672
260, 6301
261, 940
262, 1416
263, 1105
264, 240
265, 14766
266, 27667
267, 20030
268, 1405
269, 774
270, 1012
271, 1634
272, 4504
273, 10393
274, 979
275, 3216
276, 1414
277, 631
279, 5007
280, 1124
281, 3425
282, 87
283, 4053
284, 5445
285, 467
287, 235
288, 90
289, 447
290, 212
291, 5038
292, 546
293, 425
294, 183
295, 3465
296, 8716
297, 9966
298, 1669
299, 412
300, 55
301, 951
302, 213
303, 6217
304, 46
305, 255
306, 19
307, 2142
308, 47
309, 252
310, 47
311, 863
312, 2260
313, 1155
314, 438
315, 7182
316, 41238
317, 86451
318, 875
319, 269
320, 23555
321, 9550
322, 16874
323, 81638
324, 80451
325, 84695
326, 644
327, 116
328, 1239
329, 901
330, 1192
331, 7055
332, 1737
337, 48
338, 714
339, 413
340, 4
341, 1364
342, 602
343, 468
344, 2268
345, 478
346, 80
347, 2
349, 5
351, 129
352, 81
353, 1025
354, 49
356, 35
357, 423
359, 31
362, 751
363, 1587
365, 20
368, 137
369, 22
370, 8
371, 833
372, 99
373, 4587
374, 2248
375, 1072
376, 253
377, 6929
378, 497
379, 402
381, 11
385, 3
386, 497
387, 419
388, 26
389, 9
391, 289
392, 3369
393, 1332
394, 1498
395, 1302
396, 932
397, 3468
398, 1171
399, 886
400, 408
401, 10768
402, 1726
403, 399
405, 9
410, 623
411, 427
413, 9
414, 58
416, 970
417, 2329
418, 747
419, 636
420, 176
421, 3254
422, 4813
423, 1774
424, 5663
425, 6672
426, 6301
427, 940
428, 1416
429, 1105
430, 240
431, 14766
432, 27667
433, 20030
434, 1405
435, 774
436, 1012
437, 1634
438, 4504
439, 10393
440, 979
441, 3216
442, 1414
443, 631
445, 5007
446, 1124
447, 3425
448, 87
449, 4053
450, 5445
451, 467
453, 235
454, 90
455, 447
456, 212
457, 5038
458, 546
459, 425
460, 183
461, 3465
462, 8716
463, 9966
464, 1669
465, 412
466, 55
467, 951
468, 213
469, 6217
470, 46
471, 255
472, 19
473, 2142
474, 47
475, 252
476, 47
477, 863
478, 2260
479, 1155
480, 438
481, 7182
482, 41238
483, 86451
484, 875
485, 269
486, 23555
487, 9550
488, 16874
489, 81638
490, 80451
491, 84695
492, 644
493, 116
494, 1239
495, 901
496, 1192
497, 7055
498, 1737
503, 48
504, 714
505, 413
506, 4
507, 1364
508, 602
509, 468
510, 2268
511, 478
512, 80
513, 2
515, 5
517, 129
518, 81
519, 1025
520, 49
522, 35
523, 423
525, 31
528, 751
529, 1587
531, 20
534, 137
535, 22
536, 8
537, 833
538, 99
539, 4587
540, 2248
541, 1072
542, 253
543, 6929
544, 497
545, 402
547, 11
551, 3
552, 497
553, 419
554, 26
555, 9
557, 289
558, 3369
559, 1332
560, 1498
561, 1302
562, 932
563, 3468
564, 1171
565, 886
566, 408
567, 10768
568, 1726
569, 399
571, 9
576, 623
577, 427
579, 9
580, 58
582, 970
583, 2329
584, 747
585, 636
586, 176
587, 3254
588, 4813
589, 1774
